Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
[195]    0.0    0.00    0.00       1         std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::begin() [195]
                0.00    0.00       1/30          std::_Rb_tree_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_Rb_tree_iterator(std::_Rb_tree_node_base*) [81]
-----------------------------------------------
                0.00    0.00       1/1           std::map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::map() [185]
[196]    0.0    0.00    0.00       1         std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::_Rb_tree() [196]
                0.00    0.00       1/1           std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::_Rb_tree_impl<std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, true>::_Rb_tree_impl() [193]
-----------------------------------------------
                0.00    0.00       1/1           std::_Rb_tree<int, std::pair<int const, Socket*>, std::_Select1st<std::pair<int const, Socket*> >, std::less<int>, std::allocator<std::pair<int const, Socket*> > >::_M_drop_node(std::_Rb_tree_node<std::pair<int const, Socket*> >*) [198]
[197]    0.0    0.00    0.00       1         std::_Rb_tree<int, std::pair<int const, Socket*>, std::_Select1st<std::pair<int const, Socket*> >, std::less<int>, std::allocator<std::pair<int const, Socket*> > >::_M_put_node(std::_Rb_tree_node<std::pair<int const, Socket*> >*) [197]
                0.00    0.00       1/5           std::_Rb_tree<int, std::pair<int const, Socket*>, std::_Select1st<std::pair<int const, Socket*> >, std::less<int>, std::allocator<std::pair<int const, Socket*> > >::_M_get_Node_allocator() [142]
                0.00    0.00       1/1           std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<int const, Socket*> > > >::deallocate(std::allocator<std::_Rb_tree_node<std::pair<int const, Socket*> > >&, std::_Rb_tree_node<std::pair<int const, Socket*> >*, unsigned long) [181]
-----------------------------------------------
                0.00    0.00       1/1           std::_Rb_tree<int, std::pair<int const, Socket*>, std::_Select1st<std::pair<int const, Socket*> >, std::less<int>, std::allocator<std::pair<int const, Socket*> > >::_M_erase(std::_Rb_tree_node<std::pair<int const, Socket*> >*) [270]
[198]    0.0    0.00    0.00       1         std::_Rb_tree<int, std::pair<int const, Socket*>, std::_Select1st<std::pair<int const, Socket*> >, std::less<int>, std::allocator<std::pair<int const, Socket*> > >::_M_drop_node(std::_Rb_tree_node<std::pair<int const, Socket*> >*) [198]
                0.00    0.00       1/1           std::_Rb_tree<int, std::pair<int const, Socket*>, std::_Select1st<std::pair<int const, Socket*> >, std::less<int>, std::allocator<std::pair<int const, Socket*> > >::_M_put_node(std::_Rb_tree_node<std::pair<int const, Socket*> >*) [197]
-----------------------------------------------
                0.00    0.00       1/1           std::_Rb_tree<int, std::pair<int const, Socket*>, std::_Select1st<std::pair<int const, Socket*> >, std::less<int>, std::allocator<std::pair<int const, Socket*> > >::_Rb_tree_impl<std::less<int>, true>::_Rb_tree_impl() [200]
[199]    0.0    0.00    0.00       1         std::_Rb_tree<int, std::pair<int const, Socket*>, std::_Select1st<std::pair<int const, Socket*> >, std::less<int>, std::allocator<std::pair<int const, Socket*> > >::_Rb_tree_impl<std::less<int>, true>::_M_initialize() [199]
-----------------------------------------------
                0.00    0.00       1/1           std::_Rb_tree<int, std::pair<int const, Socket*>, std::_Select1st<std::pair<int const, Socket*> >, std::less<int>, std::allocator<std::pair<int const, Socket*> > >::_Rb_tree() [205]
[200]    0.0    0.00    0.00       1         std::_Rb_tree<int, std::pair<int const, Socket*>, std::_Select1st<std::pair<int const, Socket*> >, std::less<int>, std::allocator<std::pair<int const, Socket*> > >::_Rb_tree_impl<std::less<int>, true>::_Rb_tree_impl() [200]
                0.00    0.00       1/1           std::allocator<std::_Rb_tree_node<std::pair<int const, Socket*> > >::allocator() [179]
                0.00    0.00       1/1           std::_Rb_tree<int, std::pair<int const, Socket*>, std::_Select1st<std::pair<int const, Socket*> >, std::less<int>, std::allocator<std::pair<int const, Socket*> > >::_Rb_tree_impl<std::less<int>, true>::_M_initialize() [199]
-----------------------------------------------
                0.00    0.00       1/1           std::_Rb_tree_node<std::pair<int const, Socket*> >* std::_Rb_tree<int, std::pair<int const, Socket*>, std::_Select1st<std::pair<int const, Socket*> >, std::less<int>, std::allocator<std::pair<int const, Socket*> > >::_M_create_node<std::pair<int const, Socket*> >(std::pair<int const, Socket*>&&) [269]
[201]    0.0    0.00    0.00       1         void std::_Rb_tree<int, std::pair<int const, Socket*>, std::_Select1st<std::pair<int const, Socket*> >, std::less<int>, std::allocator<std::pair<int const, Socket*> > >::_M_construct_node<std::pair<int const, Socket*> >(std::_Rb_tree_node<std::pair<int const, Socket*> >*, std::pair<int const, Socket*>&&) [201]
                0.00    0.00       2/11          std::pair<int const, Socket*>&& std::forward<std::pair<int const, Socket*> >(std::remove_reference<std::pair<int const, Socket*> >::type&) [95]
                0.00    0.00       1/5           std::_Rb_tree<int, std::pair<int const, Socket*>, std::_Select1st<std::pair<int const, Socket*> >, std::less<int>, std::allocator<std::pair<int const, Socket*> > >::_M_get_Node_allocator() [142]
-----------------------------------------------
                0.00    0.00       1/1           std::_Rb_tree<int, std::pair<int const, Socket*>, std::_Select1st<std::pair<int const, Socket*> >, std::less<int>, std::allocator<std::pair<int const, Socket*> > >::_M_get_insert_unique_pos(int const&) [48]
[202]    0.0    0.00    0.00       1         std::_Rb_tree<int, std::pair<int const, Socket*>, std::_Select1st<std::pair<int const, Socket*> >, std::less<int>, std::allocator<std::pair<int const, Socket*> > >::begin() [202]
-----------------------------------------------
                0.00    0.00       1/1           std::_Rb_tree_iterator<std::pair<int const, Socket*> > std::_Rb_tree<int, std::pair<int const, Socket*>, std::_Select1st<std::pair<int const, Socket*> >, std::less<int>, std::allocator<std::pair<int const, Socket*> > >::_M_insert_<std::pair<int const, Socket*>, std::_Rb_tree<int, std::pair<int const, Socket*>, std::_Select1st<std::pair<int const, Socket*> >, std::less<int>, std::allocator<std::pair<int const, Socket*> > >::_Alloc_node>(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::pair<int const, Socket*>&&, std::_Rb_tree<int, std::pair<int const, Socket*>, std::_Select1st<std::pair<int const, Socket*> >, std::less<int>, std::allocator<std::pair<int const, Socket*> > >::_Alloc_node&) [55]
[203]    0.0    0.00    0.00       1         std::_Rb_tree<int, std::pair<int const, Socket*>, std::_Select1st<std::pair<int const, Socket*> >, std::less<int>, std::allocator<std::pair<int const, Socket*> > >::_M_end() [203]
-----------------------------------------------
                0.00    0.00       1/1           std::_Rb_tree<int, std::pair<int const, Socket*>, std::_Select1st<std::pair<int const, Socket*> >, std::less<int>, std::allocator<std::pair<int const, Socket*> > >::_M_get_insert_unique_pos(int const&) [48]
[204]    0.0    0.00    0.00       1         std::_Rb_tree<int, std::pair<int const, Socket*>, std::_Select1st<std::pair<int const, Socket*> >, std::less<int>, std::allocator<std::pair<int const, Socket*> > >::_M_begin() [204]
-----------------------------------------------
                0.00    0.00       1/1           std::map<int, Socket*, std::less<int>, std::allocator<std::pair<int const, Socket*> > >::map() [187]
[205]    0.0    0.00    0.00       1         std::_Rb_tree<int, std::pair<int const, Socket*>, std::_Select1st<std::pair<int const, Socket*> >, std::less<int>, std::allocator<std::pair<int const, Socket*> > >::_Rb_tree() [205]
                0.00    0.00       1/1           std::_Rb_tree<int, std::pair<int const, Socket*>, std::_Select1st<std::pair<int const, Socket*> >, std::less<int>, std::allocator<std::pair<int const, Socket*> > >::_Rb_tree_impl<std::less<int>, true>::_Rb_tree_impl() [200]
-----------------------------------------------
                0.00    0.00       1/1           std::pair<int const, Socket*>::pair<int&, Socket*, void>(int&, Socket*&&) [188]
[206]    0.0    0.00    0.00       1         Socket*&& std::forward<Socket*>(std::remove_reference<Socket*>::type&) [206]
-----------------------------------------------
                0.00    0.00       1/1           std::pair<std::_Rb_tree_node_base*, std::_Rb_tree_node_base*>::pair<std::_Rb_tree_node<std::pair<int const, Socket*> >*&, std::_Rb_tree_node<std::pair<int const, Socket*> >*&, void>(std::_Rb_tree_node<std::pair<int const, Socket*> >*&, std::_Rb_tree_node<std::pair<int const, Socket*> >*&) [190]
[207]    0.0    0.00    0.00       1         std::_Rb_tree_node<std::pair<int const, Socket*> >*& std::forward<std::_Rb_tree_node<std::pair<int const, Socket*> >*&>(std::remove_reference<std::_Rb_tree_node<std::pair<int const, Socket*> >*&>::type&) [207]
-----------------------------------------------
                0.00    0.00       1/1           std::pair<int const, Socket*>::pair<int&, Socket*, void>(int&, Socket*&&) [188]
[208]    0.0    0.00    0.00       1         int& std::forward<int&>(std::remove_reference<int&>::type&) [208]
-----------------------------------------------
                0.00    0.00       1/1           std::pair<std::_Rb_tree_iterator<std::pair<int const, Socket*> >, bool>::pair<std::_Rb_tree_iterator<std::pair<int const, Socket*> >, bool, void>(std::_Rb_tree_iterator<std::pair<int const, Socket*> >&&, bool&&) [259]
[209]    0.0    0.00    0.00       1         std::_Rb_tree_iterator<std::pair<int const, Socket*> >&& std::forward<std::_Rb_tree_iterator<std::pair<int const, Socket*> > >(std::remove_reference<std::_Rb_tree_iterator<std::pair<int const, Socket*> > >::type&) [209]
-----------------------------------------------
                                   2             std::_Rb_tree<int, std::pair<int const, Socket*>, std::_Select1st<std::pair<int const, Socket*> >, std::less<int>, std::allocator<std::pair<int const, Socket*> > >::_M_erase(std::_Rb_tree_node<std::pair<int const, Socket*> >*) [270]
